Race Index,Placing,Track/Course,Dist.,Race Class,Going,Horse,Draw,Rtg.,Trainer,Gear,Body Wt.,Act. Wt.,Unnamed: 13,jockey_id,season,race_description,Race Sub Index,race_date,race_course,race_wins,first_place_win,second_place_win,third_place_win
339,2/9,"Turf / ""C+3""",1200,2,G,GUMMY GUMMY,4,82,T P Yung,B,1190,119,,HEL,Previous,13/01/2024 Sha Tin Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),4,2024-01-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
338,13/14,"Turf / ""C+3""",1600,4,G,UP AND UP,9,55,C S Shum,TT,1089,130,,HEL,Previous,13/01/2024 Sha Tin Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),5,2024-01-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
337,5/14,"Turf / ""C+3""",1400,4,G,KASI FARASI,6,44,C H Yip,B,1087,120,,HEL,Previous,13/01/2024 Sha Tin Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),6,2024-01-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
336,12/12,"Turf / ""C+3""",1000,4,G,UNIVERSAL PURSUIT,4,46,K W Lui,XB,1065,121,,HEL,Previous,13/01/2024 Sha Tin Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),7,2024-01-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
335,6/12,"Turf / ""C+3""",1200,4,G,KING OF THE COURT,2,43,W Y So,B2,1165,119,,HEL,Previous,13/01/2024 Sha Tin Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),8,2024-01-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
334,9/12,"Turf / ""C+3""",1200,4,G,CALIFORNIA ICON,10,52,A S Cruz,B/TT,1147,129,,HEL,Previous,13/01/2024 Sha Tin Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),9,2024-01-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
333,3/14,"Turf / ""C+3""",1400,5,G,DIAMOND DIAMOND,9,39,T P Yung,B2/TT2,1203,135,,HEL,Previous,13/01/2024 Sha Tin Jockey Challenge 1 Points :10 (Win 0 2nd 1 3rd 1),10,2024-01-13,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 1,0,1,1
332,2/12,"Turf / ""B""",1200,3,G,CELESTIAL COLOURS,10,73,J Richards,B/TT,1148,131,,HEL,Previous,10/01/2024 Happy Valley Jockey Challenge 1 Points :28 (Win 1 2nd 2 3rd 1),1,2024-01-10,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 1,1,2,1
331,3/12,"Turf / ""B""",1800,3,G,SPLENDID LIVING,5,79,P F Yiu,CP/TT,1133,135,,HEL,Previous,10/01/2024 Happy Valley Jockey Challenge 1 Points :28 (Win 1 2nd 2 3rd 1),2,2024-01-10,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 1,1,2,1
330,7/12,"Turf / ""B""",1800,G3,G,TELECOM FIGHTERS,8,103,Y S Tsui,,1129,124,,HEL,Previous,10/01/2024 Happy Valley Jockey Challenge 1 Points :28 (Win 1 2nd 2 3rd 1),3,2024-01-10,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 1,1,2,1
327,1/11,"Turf / ""B""",1650,4,G,RED HARE KING,1,56,A S Cruz,TT,1092,132,,HEL,Previous,10/01/2024 Happy Valley Jockey Challenge 1 Points :28 (Win 1 2nd 2 3rd 1),4,2024-01-10,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 1,1,2,1
326,5/10,"Turf / ""B""",1650,4,G,STORMTROUPER,6,42,C H Yip,E/XB,1133,117,,HEL,Previous,10/01/2024 Happy Valley Jockey Challenge 1 Points :28 (Win 1 2nd 2 3rd 1),5,2024-01-10,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 1,1,2,1
325,2/9,"Turf / ""B""",1000,5,G,HAPPY TANGO,4,32,Y S Tsui,B,1236,128,,HEL,Previous,10/01/2024 Happy Valley Jockey Challenge 1 Points :28 (Win 1 2nd 2 3rd 1),6,2024-01-10,Happy Valley Jockey Challenge,(Win 1 2nd 2 3rd 1,1,2,1
324,7/13,"Turf / ""B+2""",1600,2,G,FLAMING RABBIT,9,94,D J Whyte,SR/XB,1135,129,,HEL,Previous,07/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),1,2024-01-07,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
323,10/14,"Turf / ""B+2""",1400,3,G,FOREVER CHARM,13,63,M Newnham,,1272,119,,HEL,Previous,07/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),2,2024-01-07,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
322,3/12,AWT,1200,3,GD,MARK THE MOMENT,12,65,Y S Tsui,V/TT,1215,122,,HEL,Previous,07/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),3,2024-01-07,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
321,3/9,"Turf / ""B+2""",1000,G3,G,PACKING TREADMILL,7,100,K W Lui,SR,1176,117,,HEL,Previous,07/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),4,2024-01-07,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
320,7/12,AWT,1200,4,GD,BRAVE WITNESS,5,52,C S Shum,TT,1083,127,,HEL,Previous,07/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),5,2024-01-07,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
319,7/10,"Turf / ""B+2""",1000,3,G,NORTHERN BEACHES,8,68,W Y So,,1142,124,,HEL,Previous,07/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),6,2024-01-07,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
318,11/14,"Turf / ""B+2""",1800,4,G,SERANGOON,14,52,A S Cruz,CP/TT,1119,127,,HEL,Previous,07/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),7,2024-01-07,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
317,5/14,"Turf / ""B+2""",1400,4,G,KASI FARASI,2,46,C H Yip,B2,1103,121,,HEL,Previous,07/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),8,2024-01-07,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
316,9/13,"Turf / ""B+2""",1200,4,G,SIGHT HERO,5,56,D A Hayes,BO/TT,1329,131,,HEL,Previous,07/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),9,2024-01-07,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
314,2/12,"Turf / ""A""",1200,2,G,WONDER KIT,2,83,K W Lui,CP,1101,119,,HEL,Previous,04/01/2024 Happy Valley Jockey Challenge 1 Points :22 (Win 1 2nd 1 3rd 1),1,2024-01-04,Happy Valley Jockey Challenge,(Win 1 2nd 1 3rd 1,1,1,1
313,7/11,"Turf / ""A""",1200,3,G,PARTERRE,10,63,W Y So,B,1144,120,,HEL,Previous,04/01/2024 Happy Valley Jockey Challenge 1 Points :22 (Win 1 2nd 1 3rd 1),2,2024-01-04,Happy Valley Jockey Challenge,(Win 1 2nd 1 3rd 1,1,1,1
312,6/11,"Turf / ""A""",1650,3,G,WINNING DRAGON,3,77,A S Cruz,H/B1/TT,1072,132,,HEL,Previous,04/01/2024 Happy Valley Jockey Challenge 1 Points :22 (Win 1 2nd 1 3rd 1),3,2024-01-04,Happy Valley Jockey Challenge,(Win 1 2nd 1 3rd 1,1,1,1
311,1/11,"Turf / ""A""",1000,4,G,SUPER FAST DRAGON,11,43,J Richards,B/XB/TT,1189,120,,HEL,Previous,04/01/2024 Happy Valley Jockey Challenge 1 Points :22 (Win 1 2nd 1 3rd 1),4,2024-01-04,Happy Valley Jockey Challenge,(Win 1 2nd 1 3rd 1,1,1,1
310,9/12,"Turf / ""A""",1650,4,G,STRONGEST BOY,9,46,D A Hayes,B/TT,1071,125,,HEL,Previous,04/01/2024 Happy Valley Jockey Challenge 1 Points :22 (Win 1 2nd 1 3rd 1),5,2024-01-04,Happy Valley Jockey Challenge,(Win 1 2nd 1 3rd 1,1,1,1
309,3/12,"Turf / ""A""",1650,5,G,ONE HEART ONE,4,32,D A Hayes,CP/XB/TT,1159,127,,HEL,Previous,04/01/2024 Happy Valley Jockey Challenge 1 Points :22 (Win 1 2nd 1 3rd 1),6,2024-01-04,Happy Valley Jockey Challenge,(Win 1 2nd 1 3rd 1,1,1,1
308,6/10,"Turf / ""A""",1200,4,G,MY INTELLIGENT,1,42,W Y So,V/TT,1116,117,,HEL,Previous,04/01/2024 Happy Valley Jockey Challenge 1 Points :22 (Win 1 2nd 1 3rd 1),7,2024-01-04,Happy Valley Jockey Challenge,(Win 1 2nd 1 3rd 1,1,1,1
307,7/8,"Turf / ""A""",1200,4,G,ACE TALENT,4,41,C Fownes,H/TT,1044,117,,HEL,Previous,04/01/2024 Happy Valley Jockey Challenge 1 Points :22 (Win 1 2nd 1 3rd 1),8,2024-01-04,Happy Valley Jockey Challenge,(Win 1 2nd 1 3rd 1,1,1,1
306,3/14,"Turf / ""A""",1400,3,G,SWEET BRIAR,3,65,K W Lui,B/TT,1097,124,,HEL,Previous,01/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),1,2024-01-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
305,4/14,"Turf / ""A""",1200,3,G,COLOURFUL EMPEROR,14,68,A S Cruz,TT,1050,123,,HEL,Previous,01/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),2,2024-01-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
304,8/14,"Turf / ""A""",1400,3,G,RAGNARR,10,62,T P Yung,TT-,1073,119,,HEL,Previous,01/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),3,2024-01-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
303,4/8,"Turf / ""A""",1400,G3,G,FANTASTIC TREASURE,2,96,D A Hayes,CP/TT,1195,117,,HEL,Previous,01/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),4,2024-01-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
302,9/13,"Turf / ""A""",1400,4,G,YOUNG HORIZON,4,42,D A Hayes,,1199,118,,HEL,Previous,01/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),5,2024-01-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
300,7/14,"Turf / ""A""",1400,5,G,FOXHUNTER WAY,1,26,K W Lui,,1052,121,,HEL,Previous,01/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),6,2024-01-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
299,3/10,"Turf / ""A""",1800,3,G,ROMANTIC CHARM,8,68,C S Shum,V/TT,1179,126,,HEL,Previous,01/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),7,2024-01-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
298,11/12,"Turf / ""A""",1200,4,G,KINGLY DEMEANOR,11,52,A S Cruz,B1/TT1,1187,130,,HEL,Previous,01/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),8,2024-01-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
297,12/13,"Turf / ""A""",1200,4,G,SPICY GOLD,13,52,M Newnham,,1200,129,,HEL,Previous,01/01/2024 Sha Tin Jockey Challenge 1 Points :8 (Win 0 2nd 0 3rd 2),9,2024-01-01,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 2,0,0,2
296,1/12,"Turf / ""C+3""",1650,3,G,STAR CONTACT,6,62,D A Hayes,CP/TT,1222,117,,HEL,Previous,29/12/2023 Happy Valley Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),1,2023-12-29,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
295,10/11,"Turf / ""C+3""",1200,3,G,GOLDEN EMPIRE,9,69,K W Lui,B,1099,126,,HEL,Previous,29/12/2023 Happy Valley Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),2,2023-12-29,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
294,7/12,"Turf / ""C+3""",1200,4,G,PARTY WARRIOR,7,56,K W Lui,,1032,131,,HEL,Previous,29/12/2023 Happy Valley Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),3,2023-12-29,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
293,8/12,"Turf / ""C+3""",1200,4,G,WINNING HEART,5,54,A S Cruz,B/TT,1141,129,,HEL,Previous,29/12/2023 Happy Valley Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),4,2023-12-29,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
292,3/12,"Turf / ""C+3""",1650,4,G,FOREVER GLORIOUS,7,49,K W Lui,B/TT,1134,128,,HEL,Previous,29/12/2023 Happy Valley Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),5,2023-12-29,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
291,8/12,"Turf / ""C+3""",1650,4,G,DIAMOND DIAMOND,4,41,T P Yung,,1213,119,,HEL,Previous,29/12/2023 Happy Valley Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),6,2023-12-29,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
290,6/12,"Turf / ""C+3""",1200,5,G,GENERAL ACE,11,34,K W Lui,CP/XB,1081,126,,HEL,Previous,29/12/2023 Happy Valley Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),7,2023-12-29,Happy Valley Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
288,1/14,"Turf / ""C+3""",1600,3,G,CHANCHENG GLORY,5,72,K W Lui,B/XB,1169,132,,HEL,Previous,26/12/2023 Sha Tin Jockey Challenge 1 Points :40 (Win 3 2nd 0 3rd 1),1,2023-12-26,Sha Tin Jockey Jockey Challenge,(Win 3 2nd 0 3rd 1,3,0,1
287,1/14,"Turf / ""C+3""",1000,3,G,NORTHERN BEACHES,12,63,W Y So,,1146,122,,HEL,Previous,26/12/2023 Sha Tin Jockey Challenge 1 Points :40 (Win 3 2nd 0 3rd 1),2,2023-12-26,Sha Tin Jockey Jockey Challenge,(Win 3 2nd 0 3rd 1,3,0,1
286,6/11,"Turf / ""C+3""",1200,3,G,FOREVER CHARM,4,63,M Newnham,,1281,121,,HEL,Previous,26/12/2023 Sha Tin Jockey Challenge 1 Points :40 (Win 3 2nd 0 3rd 1),3,2023-12-26,Sha Tin Jockey Jockey Challenge,(Win 3 2nd 0 3rd 1,3,0,1
283,12/12,"Turf / ""C+3""",1200,4,G,GRAND CONQUEROR,3,52,M Newnham,CP1,1074,127,,HEL,Previous,26/12/2023 Sha Tin Jockey Challenge 1 Points :40 (Win 3 2nd 0 3rd 1),4,2023-12-26,Sha Tin Jockey Jockey Challenge,(Win 3 2nd 0 3rd 1,3,0,1
282,1/14,"Turf / ""C+3""",1000,4,G,FUN ELITE,4,52,T P Yung,TT1,1164,127,,HEL,Previous,26/12/2023 Sha Tin Jockey Challenge 1 Points :40 (Win 3 2nd 0 3rd 1),5,2023-12-26,Sha Tin Jockey Jockey Challenge,(Win 3 2nd 0 3rd 1,3,0,1
280,3/12,"Turf / ""C+3""",1400,5,G,FORTUNE MASTER,4,25,J Richards,B/XB/TT,1088,121,,HEL,Previous,26/12/2023 Sha Tin Jockey Challenge 1 Points :40 (Win 3 2nd 0 3rd 1),6,2023-12-26,Sha Tin Jockey Jockey Challenge,(Win 3 2nd 0 3rd 1,3,0,1
279,7/12,AWT,1200,5,GD,MODEST GENTLEMAN,10,34,K W Lui,B-/PC2/TT,1070,132,,HEL,Previous,26/12/2023 Sha Tin Jockey Challenge 1 Points :40 (Win 3 2nd 0 3rd 1),7,2023-12-26,Sha Tin Jockey Jockey Challenge,(Win 3 2nd 0 3rd 1,3,0,1
278,6/14,"Turf / ""C""",1400,3,G,PARTERRE,9,64,W Y So,B,1156,119,,HEL,Previous,23/12/2023 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),1,2023-12-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
277,8/14,AWT,1650,3,GD,CHING,2,80,C W Chang,,1278,132,,HEL,Previous,23/12/2023 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),2,2023-12-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
276,10/11,"Turf / ""C""",1200,3,G,PULSAR STRIDER,7,69,T P Yung,TT,1169,126,,HEL,Previous,23/12/2023 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),3,2023-12-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
275,7/10,"Turf / ""C""",2000,2,G,LA CITY BLANCHE,5,89,A S Cruz,TT,995,125,,HEL,Previous,23/12/2023 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),4,2023-12-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
274,7/14,"Turf / ""C""",1400,4,G,ISLAND GOLDEN,13,53,K L Man,TT,1075,129,,HEL,Previous,23/12/2023 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),5,2023-12-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
273,4/12,AWT,1650,4,GD,LEGION OF MERIT,9,47,W Y So,B/TT,1249,124,,HEL,Previous,23/12/2023 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),6,2023-12-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
272,9/14,"Turf / ""C""",1600,5,G,BRILLIANT PIONEER,11,33,P F Yiu,PC1/TT2,1064,128,,HEL,Previous,23/12/2023 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),7,2023-12-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
271,14/14,"Turf / ""C""",1400,4R,G,GOOD HAPPY HEART,12,52,M Newnham,,1139,129,,HEL,Previous,23/12/2023 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),8,2023-12-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
270,7/12,"Turf / ""C""",1200,4,G,SIGHT HERO,4,58,D A Hayes,BO/TT,1313,133,,HEL,Previous,23/12/2023 Sha Tin Jockey Challenge 1 Points :0 (Win 0 2nd 0 3rd 0),9,2023-12-23,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 0 3rd 0,0,0,0
268,11/12,"Turf / ""C""",1200,3,G,JOLLY RULER,3,69,P F Yiu,H,1182,126,,HEL,Previous,20/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),1,2023-12-20,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
267,6/12,"Turf / ""C""",1200,4,G,TELECOM SPEED,6,54,Y S Tsui,,1170,131,,HEL,Previous,20/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),2,2023-12-20,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
266,2/12,"Turf / ""C""",1650,4,G,RED HARE KING,9,55,A S Cruz,TT,1087,132,,HEL,Previous,20/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),3,2023-12-20,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
265,7/8,"Turf / ""C""",1650,2,G,RISING FROM ASHES,2,89,K W Lui,B/TT,1008,126,,HEL,Previous,20/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),4,2023-12-20,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
264,11/12,"Turf / ""C""",1000,4,G,SERGEANT PEPPER,2,57,Y S Tsui,,1143,134,,HEL,Previous,20/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),5,2023-12-20,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
263,11/12,"Turf / ""C""",1200,4,G,STERLING WONGCHOY,12,50,D J Whyte,XB,1036,127,,HEL,Previous,20/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),6,2023-12-20,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
262,7/12,"Turf / ""C""",1200,5,G,RATTAN WORLD,6,37,J Richards,B/TT,1093,132,,HEL,Previous,20/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),7,2023-12-20,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
260,4/14,"Turf / ""B""",1200,3,G,CELESTIAL COLOURS,8,74,J Richards,B/TT,1161,132,,HEL,Previous,17/12/2023 Sha Tin Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),1,2023-12-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
258,3/14,"Turf / ""B""",1600,4,G,MASTER HERO,2,54,A S Cruz,CP/XB/TT,1137,129,,HEL,Previous,17/12/2023 Sha Tin Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),2,2023-12-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
257,3/9,"Turf / ""B""",1000,2,G,WONDER KIT,4,82,K W Lui,CP,1094,117,,HEL,Previous,17/12/2023 Sha Tin Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),3,2023-12-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
255,5/12,AWT,1200,3,GD,MARK THE MOMENT,9,67,Y S Tsui,V/TT,1220,125,,HEL,Previous,17/12/2023 Sha Tin Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),4,2023-12-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
254,1/13,"Turf / ""B""",1800,5,G,COLOURFUL BARON,2,30,J Richards,B/TT,1108,125,,HEL,Previous,17/12/2023 Sha Tin Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),5,2023-12-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
253,8/14,"Turf / ""B""",1000,4,G,RED ELEGANCE,5,59,J Richards,H/TT,1101,133,,HEL,Previous,17/12/2023 Sha Tin Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),6,2023-12-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
252,12/12,AWT,1200,4,GD,FLASH POINT,3,52,J Richards,B/TT,924,127,,HEL,Previous,17/12/2023 Sha Tin Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),7,2023-12-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
251,9/11,"Turf / ""B""",1400,5,G,BEAT HOLLOW,12,33,Y S Tsui,,1202,129,,HEL,Previous,17/12/2023 Sha Tin Jockey Challenge 1 Points :16 (Win 1 2nd 0 3rd 1),8,2023-12-17,Sha Tin Jockey Jockey Challenge,(Win 1 2nd 0 3rd 1,1,0,1
250,2/12,"Turf / ""B""",1200,3,G,BRAVE STAR,10,74,K W Lui,XB,1107,131,,HEL,Previous,13/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),1,2023-12-13,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
248,5/12,"Turf / ""B""",1650,4,G,STORMTROUPER,4,44,C H Yip,B-/E/XB,1125,119,,HEL,Previous,13/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),2,2023-12-13,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
245,11/12,"Turf / ""B""",1200,4,G,ACE TALENT,11,45,C Fownes,H/PC/TT,1036,122,,HEL,Previous,13/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),3,2023-12-13,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
244,7/12,"Turf / ""B""",1800,4,G,RUNNING AHEAD,2,53,T P Yung,CP-,1040,128,,HEL,Previous,13/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),4,2023-12-13,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
243,11/12,"Turf / ""B""",1650,5,G,AMAZING TRAVIS,5,35,W Y So,TT,1124,131,,HEL,Previous,13/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),5,2023-12-13,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
242,10/11,"Turf / ""B""",1000,5,G,DASHING GLORY,7,36,Y S Tsui,B/XB1,1100,131,,HEL,Previous,13/12/2023 Happy Valley Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),6,2023-12-13,Happy Valley Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
241,13/13,"Turf / ""A""",1400,2,G,TELECOM FIGHTERS,3,103,Y S Tsui,,1131,135,,HEL,Previous,10/12/2023 Sha Tin Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),1,2023-12-10,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
240,5/14,"Turf / ""A""",1200,3,G,SWEET BRIAR,7,65,K W Lui,B/TT,1099,124,,HEL,Previous,10/12/2023 Sha Tin Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),2,2023-12-10,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
237,2/14,"Turf / ""A""",1800,3,G,ROMANTIC CHARM,3,68,C S Shum,B-/V1/TT,1184,125,,HEL,Previous,10/12/2023 Sha Tin Jockey Challenge 1 Points :6 (Win 0 2nd 1 3rd 0),3,2023-12-10,Sha Tin Jockey Jockey Challenge,(Win 0 2nd 1 3rd 0,0,1,0
